"","output_JJ1715_393_S43_R1_001.fastq_paired.fq_quant","output_JJ1715_394_S44_R1_001.fastq_paired.fq_quant"
"Lims1",1666.12,1819.722
"Lims2",430.004,575.314
"Lin28a",0,0
"Lin28b",0,0
"Lin37",193.852,214.585
"Lin52",311.191,250.023
"Lin54",563.856,569.032
"Lin7a",44,81
"Lin7b",11,20
"Lin7c",3173.852,2984.316
"Lin9",225.847,294.275
"Lingo1",4,4
"Lingo2",5,7
"Lingo3",2,0
"Lingo4",31,10
"Lins1",108.114,179.999
"Lipa",1101.795,907.805
"Lipc",14,14
"Lipe",1314.153,610.562
"Lipf",0,0
"Lipg",118.008,172
"Liph",1519.15,1743.614
"Lipi",0,0
"Lipk",5,4
"Lipm",0,0
"Lipn",4,2
"Lipo1",46,29
"Lipt1",83.581,99.127
"Lipt2",128,215.229
"Litaf",2946.866,3945.119
"Lix1",53.583,59.231
"Lix1l",434.333,747.807
"Lkaaear1",0,0
"Llgl1",415.002,520.921
"Llgl2",2590.84,2466.36
"Llph",272.045,436.026
"Lman1",2213.611,2460.788
"Lman1l",2,1
"Lman2",5243.677,5688.315
"Lman2l",442.441,416.081
"Lmbr1",309.076,315
"Lmbr1l",480.932,316.302
"Lmbrd1",1313.683,924.675
"Lmbrd2",453.023,357.09
"Lmcd1",82,199.531
"Lmf1",235.856,367.271
"Lmf2",556.952,665.213
"Lmln",94,106
"Lmna",2191.751,4470.615
"Lmnb1",1895.479,2629.802
"Lmnb2",817.526,748.739
"Lmntd1",1,0
"Lmntd2",71,65
"Lmo1",2,8
"Lmo2",155,141.204
"Lmo3",29.226,27.001
"Lmo4",951.684,1284.825
"Lmo7",9249.237,6840.319
"Lmod1",2377.706,2965.001
"Lmod2",0,0
"Lmod3",1,5
"Lmtk2",3641.365,2642.156
"Lmtk3",15,14
"Lmx1a",19.003,11.001
"Lmx1b",0,1
"Lnpep",967.296,612.092
"Lnpk1",247.094,323.003
"Lnx1",693.23,675
"Lnx2",663.168,752.185
"Lonp1",1279.027,1585.261
"Lonp2",1936.018,1774.698
"Lonrf1",120,145
"Lonrf2",52,51
"Lonrf3",70,60
"Lor",0,1
"Lox",127,163.002
"Loxhd1",0,0
"Loxl1",160.069,260.618
"Loxl2",884.552,1219.34
"Loxl3",101.373,101
"Loxl4",33,118
"Lpar1",1617.637,1500.636
"Lpar2",84,30
"Lpar3",71.023,58.001
"Lpar4",20,20.011
"Lpar5",214,129
"Lpar6",375.801,471.008
"Lpcat1",240.009,268.287
"Lpcat2",226,316.936
"Lpcat2b",0,0
"Lpcat3",4830.81,5144.97
"Lpcat4",1017.528,1751.478
"Lpgat1",4062.194,3097.056
"Lpin1",415.084,969.422
"Lpin2",4160.844,3325.182
"Lpin3",1039.246,951.036
"Lpl",637.116,779.978
"Lpo",1,0
"Lpp",5737.524,7358.618
"Lpxn",134.004,95.626
"Lrat",536.104,331
"Lrba",3406.299,2914.875
"Lrch1",580.566,894.343
"Lrch2",139.101,124
"Lrch3",787.536,692.495
"Lrcol1",0,0
"Lrfn1",21,27.232
"Lrfn2",4,6
"Lrfn3",135.982,148
"Lrfn4",138.993,147
"Lrfn5",11,5
"Lrg1",46,79
"Lrguk",0,2
"Lrif1",690.069,591
"Lrig1",1577.388,1938.278
"Lrig2",508.008,532.17
"Lrig3",751.977,584.014
"Lrit1",0,0
"Lrit2",0,0
"Lrit3",2,1
"Lrmp",488.666,1216.062
"Lrp10",3639.484,4199.69
"Lrp11",144,159.584
"Lrp12",988.259,738.051
"Lrp1b",6.455,8.524
"Lrp2",4,2
"Lrp2bp",3,12
"Lrp3",67.942,70.955
"Lrp4",1019.552,805.436
"Lrp5",1680.489,2148.749
"Lrp6",3368.878,2548.936
"Lrp8",41.053,154.774
"Lrpap1",691.253,845.059
"Lrpprc",1783.793,2623.617
"Lrr1",57,52
"Lrrc1",2483.731,2268.479
"Lrrc10",1,2
"Lrrc10b",31.097,55
"Lrrc14",214.001,306
"Lrrc14b",12,10.005
"Lrrc15",1,1
"Lrrc16a",2075.603,1692.887
"Lrrc16b",11,20
"Lrrc17",88,34
"Lrrc18",6,5
"Lrrc19",1769.453,891.492
"Lrrc2",6.126,16.175
"Lrrc20",175,236.397
"Lrrc23",9,11
"Lrrc24",118.941,122.08
"Lrrc25",38.332,60
"Lrrc26",233.839,453.763
"Lrrc27",39,31
"Lrrc28",229.081,354.328
"Lrrc29",6,17
"Lrrc3",341.523,471.888
"Lrrc30",0,0
"Lrrc31",193.004,188.01
"Lrrc32",463.488,525.117
"Lrrc34",0,0
"Lrrc36",1,4
"Lrrc37a",0,0
"Lrrc38",0,0
"Lrrc39",14.141,26.009
"Lrrc3b",1,11
"Lrrc4",9,7
"Lrrc40",482.707,599.472
"Lrrc41",1058.938,1104.816
"Lrrc42",933.521,841.248
"Lrrc43",0,0
"Lrrc45",394.117,458.039
"Lrrc46",13,7
"Lrrc47",902.941,957.329
"Lrrc48",53.598,60.31
"Lrrc49",544.997,599.332
"Lrrc4b",9.002,10
"Lrrc4c",36,35
"Lrrc51",42,47
"Lrrc52",0,0
"Lrrc55",100,131
"Lrrc56",89.002,97
"Lrrc57",556.999,365.319
"Lrrc58",7781.128,10536.216
"Lrrc59",5675.347,7050.784
"Lrrc6",3,1
"Lrrc61",317.451,317.774
"Lrrc63",0,3
"Lrrc66",1143.279,881.669
"Lrrc69",0,1
"Lrrc7",0,0.992
"Lrrc71",4.142,3.003
"Lrrc72",0,0
"Lrrc73",10,10
"Lrrc74a",0,0
"Lrrc74b",6.233,7
"Lrrc75a",1608.93,1366.998
"Lrrc75b",84.008,62
"Lrrc8b",1387.693,1282.663
"Lrrc8c",427.84,429.012
"Lrrc8d",1399.501,1378.462
"Lrrc8e",19.001,27.002
"Lrrc9",1,0
"Lrrcc1",297.333,358.013
"Lrrd1",3,4
"Lrrfip1",1699.554,2072.789
"Lrrfip2",2204.615,2554.059
"Lrriq1",8,0
"Lrriq3",8,3
"Lrriq4",0,0
"Lrrk1",740.049,851.017
"Lrrk2",104.77,122.001
"Lrrn1",22,13
"Lrrn2",39.046,55
"Lrrn3",54.002,25
"Lrrn4",27,12
"Lrrn4cl",33.059,38.721
"Lrrtm1",9,10
"Lrrtm2",6,9
"Lrrtm3",15,11
"Lrrtm4",5,5
"Lrsam1",245.023,215.979
"Lrtm1",0,0
"Lrtm2",0,2
"Lrwd1",242,324.006
"Lsamp",81.028,64
"Lsg1",422.248,491.81
"Lsm1",445.001,362.187
"Lsm10",130,139.28
"Lsm11",183.147,200.073
"Lsm12",1426.072,1555.27
"Lsm14a",2638.432,2510.959
"Lsm14b",836.808,956.564
"Lsm2",432.13,644.017
"Lsm3",671.842,1023.244
"Lsm4",562.091,1086.374
"Lsm5",239,418.022
"Lsm6",639.027,1049.886
"Lsm7",183.195,275.263
"Lsm8",513.113,627.586
"Lsmem1",2,4
"Lsp1",853.838,1127.653
"Lsr",5706.049,7172.092
"Lss",547.552,1514.875
"Lst1",27.001,39
"Lta",7,3.532
"Lta4h",5432.71,4935.316
"Ltb",49,53
"Ltb4r1",86,38
"Ltb4r2",38,21
"Ltbp1",1075.021,1477.459
"Ltbp2",202.26,147
"Ltbp3",242.014,327.388
"Ltbp4",2289.434,2383.474
"Ltbr",802.185,949.114
"Ltf",28,38
"Ltk",21,16
"Ltn1",1412.07,1263.866
"Ltv1",660,1012.311
"Luc7l",1056.633,1007.405
"Luc7l2",3072.168,3602.364
"Luc7l3",2608.006,2827.58
"Lum",1040.372,1927.559
"Lurap1",67,99.048
"Lurap1l",1983.392,1285.007
"Luzp1",6593.261,3864.137
"Luzp2",7,8
"Lvrn",0,1
"Lxn",489.679,547.166
"Ly6a",1001.092,2416.275
"Ly6d",164.172,158
"Ly6e",5966.228,8365.878
"Ly6f",0,3
"Ly6g",5.924,38.907
"Ly6g5b",12,6
"Ly6g5c",0,0
"Ly6g6c",4.031,12
"Ly6g6d",8,41.999
"Ly6g6e",1,3
"Ly6g6f",23,82
"Ly6h",4,3
"Ly6i",15.186,12.248
"Ly6k",6,10
"Ly6l",0,1
"Ly75",1722.609,1044.391
"Ly86",239.552,274.015
"Ly9",118,88
"Ly96",117.16,155
"Lyar",468.045,773.898
"Lyg1",0,0
"Lyg2",0,0
"Lyl1",30,32
"Lynx1",283.001,464.639
"Lypd1",11.003,17.024
"Lypd2",0,0
"Lypd3",1,3
"Lypd4",0,0
"Lypd5",0,0
"Lypd6",30,12
"Lypd6b",23,31
"Lypd8",59114.933,54534.35
"Lypla1",5396.312,4410.425
"Lypla2",1090.742,1496.705
"Lyplal1",94,131.027
"Lyrm1",85,94.01
"Lyrm2",166.034,215.196
"Lyrm4",198.013,279.028
"Lyrm5",329.269,498.116
"Lyrm7",42.015,57.001
"Lyrm9",273.828,361.382
"Lysmd2",161.832,220.448
"Lysmd3",1329.015,716.164
"Lysmd4",397.015,338.571
"Lyst",238.606,213
"Lyve1",660.385,558.568
"Lyzl1",0,0
"Lyzl4",0,0
"Lyzl6",0,0
"Lzic",514.946,481.431
"Lztfl1",451.135,566.964
"Lztr1",879.946,943.441
"Lzts1",20,16
"Lzts2",523.134,679.851
"Lzts3",1331.082,1418.518
"M1ap",0,0
"M6pr",3401.234,3827.323
"Maats1",26.326,83.086
"Mab21l1",17,22
"Mab21l2",696.468,813.259
"Mab21l3",15,15
"Macc1",60,85
"Macf1",3008.552,3604.213
"Macrod1",166,195
"Macrod2",163,184.017
"Mad1l1",219,313.768
"Mad2l1",771.163,1084.915
"Mad2l1bp",590.245,520.452
"Mad2l2",142.065,162.312
"Madcam1",49.004,77
"Madd",955.289,951.095
"Maea",2146.635,2168.145
"Mael",0,0
"Maf",13665.427,6289.397
"Maf1",1314.771,1138.997
"Mafa",0,1
"Mafb",1632.64,661.913
"Maff",408.937,418.906
"Mafg",919.553,1126.681
"Mafk",1266.652,1162.296
"Mag",4,9
"Magea10",0,0
"Magea4",0,0
"Mageb1",0,0
"Mageb16",0,0
"Mageb18",0,0
"Mageb3",0,0
"Mageb5",0,0
"Maged1",1393.997,2313.268
"Maged2",221.777,315.02
"Magee1",128,115
"Magee2",2,2.021
"Mageh1",112,115
"Magel2",0,0
"Magi1",1368.109,1155.088
"Magi2",43,79
"Magi3",2539.878,1567.422
"Magix",8.012,8
"Magoh",805,1277.844
"Magohb",287.927,413.537
"Magt1",3232.04,3582.794
"Majin",13,9
"Mak",1,3
"Mak16",561.278,658.656
"Mal",58,61.767
"Mal2",6222.617,7716.096
"Mall",7492.344,6913.42
"Malrd1",5994.712,2313.926
"Malsu1",229.004,330.827
"Malt1",537.185,401.944
"Mamdc2",254.912,202.006
"Mamdc4",8,8
"Maml1",572.353,469.388
"Maml3",208.999,243.28
"Mamld1",46,35
"Mamstr",8,6.004
"Man1a",4091.469,2753.337
"Man1a2",2614.066,2419.353
"Man1b1",2500.714,2505.589
"Man1c1",208.094,172.999
"Man2a1",3602.773,3543.726
"Man2a2",523.295,487.084
"Man2b1",2372.97,2253.651
"Man2b2",919.35,950.398
"Man2c1",517.997,576.906
"Manba",523.224,587.048
"Manbal",393.07,552.469
"Manea",576.28,517.466
"Maneal",12,15
"Manf",2895.811,6334.753
"Mansc1",551.625,888.181
"Mansc4",0,0
"Maoa",12929.366,7617.026
"Maob",1414.524,927.921
"Map10",113,79
"Map1a",535.814,865.001
"Map1b",784.951,1172.843
"Map1lc3a",462.489,648.218
"Map1s",131.003,186.012
"Map2k1",2557.117,2737.438
"Map2k2",2149.464,2832.101
"Map2k3",2473.383,2607.039
"Map2k4",2203.56,2148.94
"Map2k5",354.061,335.222
"Map2k6",281.007,277.766
"Map2k7",779.618,860.477
"Map3k1",1465.686,1396.592
"Map3k10",157.024,166.001
"Map3k11",1942.617,1640.226
"Map3k12",218.933,258.043
"Map3k13",590.532,299.393
"Map3k14",162.071,189.239
"Map3k15",78.853,115
"Map3k19",7,2
"Map3k2",1713.837,1567.367
"Map3k3",418.699,373.302
"Map3k4",1257.116,991.365
"Map3k5",671.152,796.511
"Map3k6",867.24,509.298
"Map3k7",1228.277,1417.296
"Map3k7cl",13,41
"Map3k8",57,57.048
"Map3k9",419.217,451.843
"Map4",5110.709,5740.248
"Map4k1",190.854,111
"Map4k2",261.92,286.341
"Map4k3",1497.398,1228.909
"Map4k4",1853.622,1827.36
"Map4k5",500.005,545.148
"Map6",118,118.065
"Map6d1",5,6
"Map7",2489.064,2662.517
"Map7d1",1258.961,1811.868
"Map7d2",20,25
"Map9",101,107
"Mapk1",4954.095,4313.054
"Mapk10",68.001,81.194
"Mapk11",47.162,72.001
"Mapk12",61.007,75
"Mapk13",4749.265,5430.344
"Mapk14",1903.308,1545.278
"Mapk15",2,4
"Mapk1ip1",192.641,203.696
"Mapk1ip1l",6954.323,6590.71
"Mapk3",6857.363,8327.833
"Mapk4",428.018,402.838
"Mapk6",1731.339,1389.313
"Mapk7",259.999,283
"Mapk8",870.114,966.761
"Mapk8ip1",139,151.286
"Mapk8ip2",87,92
"Mapk8ip3",543.829,660.51
"Mapk9",1234.409,1453.72
"Mapkap1",1172.167,1180.39
"Mapkapk2",1925.87,2296.208
"Mapkapk3",864.573,1047.671
"Mapkapk5",1752.678,1631.446
"Mapkbp1",617.693,525.877
"Mapre1",3715.597,4694.458
"Mapre2",1673.21,1844.915
"Mapre3",610.855,686.327
"Marc1",15,9
"Marc2",4263.78,4093.055
"March10",1,0
"March11",0,1
"March2",789.559,1005.542
"March3",40.999,45.179
"March4",16.034,23.016
"March5",1902.802,1621.635
"March6",5014.226,3293.463
"March7",1467.014,1485.618
"March9",112,123
"Marcks",2511.868,4387.348
"Marcksl1",1442.281,3846.071
"Marco",0,0
"Marf1",2547.208,1948.715
"Mark1",109.683,172.067
"Mark2",4137.501,3841.667
"Mark3",1703.094,1747.796
"Mark4",448.628,454.703
"Mars",1067.107,1186.032
"Mars2",337.019,345.338
"Marveld1",1709.862,2061.358
"Marveld2",1028.262,909.137
"Marveld3",1169.582,1254.868
"Mas1",1,0
"Masp1",30,37
"Masp2",2,0
"Mast1",12.958,18.003
"Mast2",4280.34,3821.384
"Mast3",590.84,472.054
"Mast4",964.325,957.95
"Mastl",175.516,224.565
"Mat1a",0,0
"Mat2a",3659.669,4424.89
"Mat2b",2025.155,2123.664
"Matk",134.673,409.168
"Matn1",0,0
"Matn2",571.689,746.553
"Matn3",0,1
"Matn4",5,7
"Matr3",2020.52,1793.013
"Mau2",1189.42,891.614
"Mavs",1273.023,1086.985
"Max",5628.047,3606.652
"Maz",2071.623,2192.788
"Mb",0,1
"Mb21d1",68,76
"Mb21d2",692.704,663.036
"Mbd1",760.513,768.943
"Mbd2",2851.537,3486.78
"Mbd3",837.502,1096.788
"Mbd3l1",0,0
"Mbd3l2",0,0
"Mbd4",131.165,126.824
"Mbd5",365.041,286.009
"Mbd6",1131.53,1122.562
"Mbip",201.123,220.194
"Mbl1",0,0
"Mbl2",187.02,136
"Mblac1",23,43.739
"Mblac2",115.055,139
"Mbnl1",4928.823,5082.404
"Mbnl2",3054.516,3674.977
"Mbnl3",169.061,162.081
"Mboat1",654.32,2612.857
"Mboat2",48,65
"Mboat4",5,7
"Mboat7",1043.378,1131.137
"Mbp",1376.946,1192.352
"Mbtd1",561.07,463.957
"Mbtps1",2494.636,2104.053
"Mbtps2",351.382,363.97
"Mc1r",0,0
"Mc2r",2,0
"Mc3r",0,0
"Mc4r",0,1
"Mc5r",0,0
"Mcam",992.337,1722.206
"Mcat",228.079,247
"Mcc",217.001,252.882
"Mccc1",590.875,572.018
"Mccc2",446.466,587.955
"Mcee",437.969,619.783
"Mcemp1",6.009,11
"Mcf2",0,0
"Mcf2l",1151.292,1299.029
"Mcfd2",4258.572,3618.151
"Mchr1",24,8
"Mcidas",1,0
"Mcl1",8856.177,7831.245
"Mcm10",585.918,692.305
"Mcm2",611.046,880.245
"Mcm3",697.206,1121.811
"Mcm3ap",722.92,700.873
"Mcm4",887.12,1164.994
"Mcm5",762.648,1153.769
"Mcm6",1840.787,2430.369
"Mcm7",1202.299,1674.38
"Mcm8",124,129
"Mcm9",327.247,335.695
"Mcmbp",2064.201,1764.243
"Mcmdc2",225.968,293.751
"Mcoln1",373.686,413.13
"Mcoln2",356.219,359.001
"Mcoln3",6,11
"Mcph1",200.003,264.874
"Mcpt1",38,188.583
"Mcpt2",20,54
"Mcpt4",0,25.342
"Mcpt8",0,2
"Mcrs1",897.35,1079.644
"Mctp1",87,88.001
"Mctp2",253.06,307.289
"Mcts1",478,713.291
"Mcts2",90,195.512
"Mcu",4673.553,5007.778
"Mcur1",1719.897,2088.765
"Mdc1",756.227,770.217
"Mdfi",6,21
"Mdfic",543.897,481.043
"Mdga1",17.783,21.003
"Mdga2",41.038,42.2
"Mdh1",16054.111,12752.126
"Mdh1b",0,0
"Mdh2",9849.024,10730.733
"Mdk",103,88.538
"Mdm1",81.999,107.788
"Mdm2",1207.361,1138.953
"Mdm4",1058.261,915.327
"Mdn1",450.376,451.003
"Mdp1",1091.223,1465.219
"Me1",1212.619,5376.86
"Me2",9558.199,6405.221
"Mea1",942.836,1287.786
"Meaf6",445.564,611.926
"Mecom",377.01,1298.468
"Mecp2",1012.342,1035.191
"Mecr",608,707.938
"Med1",919.303,893.519
"Med10",457.046,680.014
"Med11",345.991,456.125
"Med12",736.468,604.888
"Med12l",27,31
"Med13",4839.95,2824.362
"Med13l",1234.611,1174.951
"Med14",1157.952,1298.743
"Med15",1306.851,1309.536
"Med16",372.336,462.365
"Med17",679.263,653.597
"Med18",105.294,109.035
"Med19",674.633,840.189
"Med20",379.492,433.728
"Med21",351.759,728.387
"Med22",540.19,583.026
"Med23",621.591,593.961
"Med24",622.959,747.715
"Med25",574.583,678.039
"Med26",207.106,208.001
"Med27",191,248.307
"Med28",977.472,1198.352
"Med30",356,511.982
"Med31",99.147,148
"Med4",396.963,509.001
"Med6",396.67,419.879
"Med7",380,430.82
"Med8",831.781,989.745
"Med9",319,377.044
"Medag",24,32
"Mef2a",1518.685,1379.191
"Mef2c",389.822,403.002
"Mef2d",1811.924,1700.408
"Mefv",42,35
"Megf10",13.007,12
"Megf11",5.003,21
"Megf6",37,30
"Megf8",562.988,489.777
"Megf9",677.447,689.779
"Mei1",4,7
"Mei4",0,1
"Meig1",1,2
"Meikin",0,0
"Meiob",8,10
"Meioc",0,0
"Meis1",340,371.31
"Meis2",473.835,591.418
"Meis3",166.001,210
"Melk",595.061,916.406
"Memo1",590.001,854.619
"Men1",572.164,697.286
"Meox1",84,108
"Meox2",14,35
"Mep1a",20379.237,9724.275
"Mep1b",29231.068,19433.888
"Mepce",1150.86,1074.477
"Mepe",0,0
"Mertk",1788.635,853.086
"Mesdc1",1515.869,1781.225
"Mesdc2",858.978,1094.507
"Mesp1",0,1
"Mesp2",7,6
"Mest",88,62
"Met",1325.904,1819.801
"Metap1",1308.407,1557.705
"Metap1d",324.852,341.012
"Metap2",3751.167,4986.498
"Methig1",0,0
"Metrn",31.614,61
"Metrnl",694.112,800.178
"Mettl1",300.915,539.108
"Mettl10",239.302,266.761
"Mettl11b",0,0
"Mettl13",207.96,252.531
"Mettl14",417.001,499.406
"Mettl15",63,61
"Mettl16",552.701,643.276
"Mettl17",440.986,440.87
"Mettl18",105.102,111.101
"Mettl2",252.023,287.992
"Mettl20",490.792,690.054
"Mettl21a",153,189
"Mettl21b",46.986,78.14
"Mettl21c",0,0
"Mettl21e",2.036,6.205
"Mettl22",44.001,83
"Mettl23",359.146,400.727
"Mettl24",48,30
"Mettl25",141.821,133.347
"Mettl26",426.259,594.138
"Mettl3",497.81,571.21
"Mettl4",138,114.032
"Mettl5",169.001,200.804
"Mettl6",387.147,453.371
"Mettl7a1",595.272,501.345
"Mettl7b",1248.852,717.414
"Mettl8",277.225,224.895
"Mettl9",1900.475,2027.696
"Mex3a",63.028,83
"Mex3b",115.467,65
"Mex3c",1668.274,1634.71
"Mex3d",112,107.016
"Mfap2",29,39
"Mfap3",1102.233,1146.912
"Mfap3l",199.121,212.964
"Mfap4",411.045,643.702
"Mfap5",32,20
"Mff",1427.622,1534.415
"Mfge8",1458.701,1415.325
"Mfhas1",1159.527,1127.604
"Mfi2",8,16
"Mfn1",1943.488,1811.631
"Mfn2",3242.395,3672.719
"Mfng",59,50.931
"Mfrp",1.175,0
"Mfsd1",1462.251,1462.341
"Mfsd10",239.491,350.061
"Mfsd11",786.726,677.365
"Mfsd12",200,203.728
"Mfsd13a",195.598,315.276
"Mfsd13b",10,6
"Mfsd14a",1176.64,1212.442
"Mfsd14b",2294.421,2083.624
"Mfsd2a",96,285.592
"Mfsd2b",72.003,43.007
"Mfsd3",16,58
"Mfsd4a",683.585,1295.512
"Mfsd4b1",47.577,23.69
"Mfsd4b2",292.003,222.012
"Mfsd4b3",411.239,228.62
"Mfsd4b5",31.526,29.322
"Mfsd5",310.26,465.108
"Mfsd6",2852.868,3026.882
"Mfsd6l",431.01,356.094
"Mfsd7a",189.835,191.881
"Mfsd7b",1349.097,380.988
"Mfsd7c",128,163.06
"Mfsd8",465.005,363
"Mfsd9",815.564,641.03
"Mga",1183.57,1017.054
"Mgarp",17,38
"Mgat1",2196.626,1857.245
"Mgat2",1197.375,1220.973
"Mgat3",4341.075,3192.891
"Mgat4a",2854.383,1259.437
"Mgat4b",3356.386,4489.291
"Mgat4c",8753.946,7040.026
"Mgat4d",0,0
"Mgat4e",0,0
"Mgat5",3386.497,3165.679
"Mgat5b",3,5
"Mgea5",3659.939,3152.427
"Mgll",1234.021,1606.656
"Mgme1",166.303,146.076
"Mgmt",29,35
"Mgp",512.068,795.278
"Mgrn1",1829.95,1585.455
"Mgst1",5482.722,3865.087
"Mgst2",2101.586,2058.165
"Mgst3",2609.404,3340.518
"Mia",6,10
"Mia2",59.647,63.29
"Mib1",2150.039,2140.194
"Mib2",480.529,434.712
"Mical1",1692.16,1244.984
"Mical2",1685.119,1666.886
"Mical3",606.803,951.118
"Micalcl",429.445,178.008
"Micall1",659,688.988
"Micall2",481.7,758.093
"Micu1",3198.118,3036.511
"Micu2",3095.872,2905.352
"Micu3",92,92.205
"Mid1",285.09,298.096
"Mid1ip1",936.6,1763.44
"Mid2",1336.885,881.147
"Midn",3233.88,3503.412
"Mief1",1156.215,1057.165
"Mief2",131.112,163.999
"Mien1",785.23,1481.291
"Mier1",3191.709,2179.51
"Mier2",480.264,521.743
"Mier3",1219.877,955.722
"Mif",458.373,923.562
"Mif4gd",888.266,939.112
"Miip",228.971,331.862
"Mill1",0,0
"Mill2",67.025,76.027
"Milr1",90.999,63.26
"Mina",568.347,776.494
"Mink1",1775.43,2020.189
"Minos1",1766.546,2540.929
"Minpp1",1450.305,1217.119
"Mios",316.992,360.041
"Miox",0,0
"Mip",0,0
"Mipep",429.002,549.593
"Mipol1",40.999,49
"Mis12",668.834,823.319
"Mis18a",340.895,445.925
"Mis18bp1",307.002,352.511
"Misp",16963.504,13319.312
"Mitd1",312.025,394.414
"Mitf",94,92
"Mixl1",0,0
"Mki67",4579.29,5451.869
"Mkks",927.695,997.456
"Mkl1",620.82,648.49
"Mkl2",1118.561,1028.134
"Mkln1",1945.156,2060.362
"Mknk1",353.125,366.11
"Mknk2",1848.237,2380.971
"Mkrn1",7108.447,5302.375
"Mkrn2",443.696,512.1
"Mkrn2os",1562.475,1818.007
"Mkrn3",11,10
"Mks1",94,92.78
"Mkx",23.011,31.24
"Mlana",3,0
"Mlc1",3,2
"Mlec",11047.705,12686.996
"Mlf1",6,9
"Mlf2",5432.649,6117.558
"Mlh1",305.984,406.028
"Mlh3",261,276
"Mlkl",379.106,478.948
"Mllt1",811.085,782.133
"Mllt10",1178.392,1079.835
"Mllt11",284,281.453
"Mllt3",1199.347,1107.93
"Mllt4",4012.092,4419.202
"Mllt6",1565.874,1561.355
"Mlph",1386.57,2996.442
"Mlst8",415.518,501.904
"Mlx",2293.719,2626.066
"Mlxip",2084.838,1657.813
"Mlxipl",1873.732,1147.945
"Mlycd",628.004,541.787
"Mmaa",347.811,356.945
"Mmab",259.756,551.073
"Mmachc",191.63,237.755
"Mmadhc",1394.291,1713.234
"Mmd",1331.445,1521.511
"Mmd2",16,17.003
"Mme",2779.31,339.009
"Mmel1",3,0
"Mmgt1",943.604,1127.636
"Mmgt2",531.025,611.046
"Mmp11",83,128
"Mmp12",71.555,43.193
"Mmp13",250,209.703
"Mmp14",1208.037,1998.318
"Mmp15",940.553,2454.304
"Mmp16",23.03,39.049
"Mmp17",249.42,350.912
"Mmp19",152,243.095
"Mmp1b",0,0
"Mmp2",952.423,1169.369
"Mmp20",60,34
"Mmp21",0,0
"Mmp23",87.999,140.002
"Mmp24",14,2.001
"Mmp25",16,5
"Mmp27",2,0
"Mmp28",129.973,154.999
"Mmp3",120.274,288.599
"Mmp7",6454.783,8823.513
"Mmp8",0,5
"Mmp9",116,151.001
"Mmrn1",713.759,614.635
"Mmrn2",315,354.017
"Mms19",533.596,646.48
"Mms22l",224.999,290.004
"Mn1",184,186
"Mnat1",255.949,308.352
"Mnd1",62,84
"Mns1",80.149,128.829
"Mnt",166.736,165.035
"Mnx1",45.002,61
"Moap1",79.839,45.725
"Mob1a",3710.502,3287.855
"Mob1b",3126.495,2740.295
"Mob2",911.684,1146.005
"Mob3a",632.925,845.957
"Mob3b",1048.568,1182.614
"Mob3c",759.544,702.622
"Mob4",2004.992,2468.012
"Mobp",3,3
"Mocos",766.011,560.15
"Mocs1",784.769,583.22
"Mocs2",2102.047,1881.334
"Mocs3",118,164.756
"Mog",0,1
"Mogat1",3,0
"Mogat2",4214.119,2775.329
"Mogs",994.472,1395.451
"Mok",9,7
"Mon1a",672.642,808
"Mon1b",754.733,726.132
"Mon2",2121.623,2044.837
"Morc1",15,5
"Morc2a",818.956,800.219
"Morc2b",0,0
"Morc3",916.541,860.622
"Morc4",239,313.135
"Morf4l1",4524.668,5498.805
"Morf4l2",3751.327,4951.821
"Morn1",29.291,47
"Morn2",102.109,95
"Morn3",0,0
"Morn4",32,41.861
"Morn5",0,1
"Mos",0,0
"Mospd1",539.004,430.027
"Mospd2",567.001,593.126
"Mospd3",321,469.222
"Mov10",1961.333,947.847
"Mov10l1",0,0
"Moxd1",77.058,87.101
"Moxd2",0,0
"Mpc1",1733.07,2246.814
"Mpc2",1161.623,1629.703
"Mpdu1",933.855,1129.138
"Mpdz",405.546,494.862
"Mpeg1",2441.383,1999.422
"Mpg",197.053,255.02
"Mphosph10",503,703.51
"Mphosph6",348,524.634
"Mphosph8",533.394,765.316
"Mphosph9",213,278
"Mpi",1535.157,2307.588
"Mpl",2,3
"Mplkip",332.554,357.251
"Mpnd",1434.601,1567.478
"Mpo",0,0
"Mpp1",8424.56,4833.199
"Mpp2",63,73.374
"Mpp3",28.022,80.034
"Mpp4",21.785,4.451
"Mpp5",1056.271,563.492
"Mpp6",880.89,932.926
"Mpp7",319,395.616
"Mppe1",337.995,446.028
"Mpped1",0,0
"Mpped2",26,15
"Mpst",969.186,699.928
"Mpv17",369.25,397.001
"Mpv17l",113.214,120
"Mpv17l2",269.742,422.775
"Mpz",2,5
"Mpzl1",720.073,768.982
"Mpzl2",998.418,994.907
"Mpzl3",345.123,567.55
"Mr1",134,189.277
"Mrap",8,1
"Mrap2",6,15
"Mras",219.591,242.965
"Mrc1",561.119,720.027
"Mrc2",158,217.461
"Mre11a",444.496,438.847
"Mreg",463.66,283.999
"Mrgbp",260.806,349.999
"Mrgpra1",0,0
"Mrgpra3",0,2
"Mrgpra4",0,0
"Mrgpra6",0,0
"Mrgpra9",0,0
"Mrgprb1",4,6
"Mrgprb2",0,3
"Mrgprb3",2,0
"Mrgprb4",0,0
"Mrgprb5",0,0
"Mrgprb8",0,0
"Mrgprd",0,0
"Mrgpre",49.098,77.133
